Text,pos,neg
"RT @am_alerts: NYSE, Telecommunications, Negative, Previous hour, SD -1.53, #NYSE #Telecommunications",0,1
"#GraphiteStocks Company Disclosure on Insider Transaction: Entegris Inc , Prgx Global: 
"Monetary Morphine DayTradingradio's Daily #Newspaper
"@ABABankers Pigs Get Fat&amp;Hogs Get Slaughtered @COSIA_ca
#FTSE #NYSE #DAX#KXL#OIL#MENA #ASX
#VANPOLI #DTES #INM #TSX #LNG#PETRONAS#TECH",0,1
"RT @homelessdave0: @ABABankers Pigs Get Fat&amp;Hogs Get Slaughtered @COSIA_ca
#FTSE #NYSE #DAX#KXL#OIL#MENA #ASX
#VANPOLI #DTES #INM #TSX ",0,1
"RT @homelessdave0: @ABABankers Pigs Get Fat&amp;Hogs Get Slaughtered @COSIA_ca
#FTSE #NYSE #DAX#KXL#OIL#MENA #ASX
#VANPOLI #DTES #INM #TSX ",0,1
"RT @homelessdave0: @ABABankers Pigs Get Fat&amp;Hogs Get Slaughtered @COSIA_ca
#FTSE #NYSE #DAX#KXL#OIL#MENA #ASX
#VANPOLI #DTES #INM #TSX ",0,1
"RT @homelessdave0: @ABABankers Pigs Get Fat&amp;Hogs Get Slaughtered @COSIA_ca
#FTSE #NYSE #DAX#KXL#OIL#MENA #ASX
#VANPOLI #DTES #INM #TSX ",0,1
@MandyCNBC I think that was the first time #NYSE traded a billion shares. Was a confusing week.,1,0
When J.P. Morgan died the #NYSE closed.   It hasn't closed for a civilian since.  #money #banks,0,1
"NYSE, Consumer Services, Inactive, Previous hour, SD -1.12, #NYSE #ConsumerServices",0,1
"NYSE, Health Care, Negative, Previous hour, SD -1.18, #NYSE #HealthCare",0,1
"NYSE, Inactive, Previous hour, SD -1.31, #NYSE",0,1
"NYSE, Inactive, Previous hour, SD -1.19, #NYSE",0,1
"NYSE, Consumer Goods, Positive, Previous hour, SD +1.28, #NYSE #ConsumerGoods",1,0
"NYSE, Health Care, Positive, Previous hour, SD +1.01, #NYSE #HealthCare",1,0
"NYSE, Consumer Services, Positive, Previous hour, SD +1.09, #NYSE #ConsumerServices",1,0
"NYSE, Utilities, Positive, Previous hour, SD +1.12, #NYSE #Utilities",1,0
"NYSE, Financials, Positive, Previous hour, SD +1.08, #NYSE #Financials",1,0
"NYSE, Inactive, Previous hour, SD -1.24, #NYSE",0,1
"NYSE, Inactive, Previous hour, SD -1.37, #NYSE",0,1
"#GraphiteStocks Triton Minerals Limited (ASX:TON) Nicanda Hill Update: 
"#GraphiteStocks Insider Trading Update: Entegris Inc , American Capital: 
Poor performance catching up with active stock fund managers http://t.co/TCnvjzwoiJ #NYSE,0,1
Poor performance catching up with active stock fund managers http://t.co/4kw6n1S3sv #NYSE,0,1
New York Stock Exchange resumes bond tradin #bondtrading #NYSE http://t.co/TeNnSaRjyq,1,0
"#GraphiteStocks Iron Ore on 'Fast Forward' as Goldman May Cut Price Forecast: 
Iron Ore on ... http://t.co/9dlO3cKQQp #NYSE #NASDAQ #DOW",1,0
Hedge Funds Trimming: $PBI $EXR $PRE $HAWK $ISRG $ETN $EV $CCI $BEE $OUTR $VTR $R $KLAC $WDAY $MWE http://t.co/TRx9EnjwT5 #nyse #daytrader,0,1
"Isnt it lovely to be able to kiss and cuddle, hold and gently explore each
"US30 below 17,800  | SPX 2068 #Futures #Equities #Stocks #Shares #NYSE",0,1
"RT @NourHammoury: US30 below 17,800  | SPX 2068 #Futures #Equities #Stocks #Shares #NYSE",0,1
 short /  / $GLNG $SHLD $FLS /  / # #nyse #nasdaq #,0,1
In Play /  / $DE /  / # #nyse #nasdaq #,1,0
"#GraphiteStocks The Mole Man?s Tunnel to Nowhere: 
The Mole Man?s Tunnel to Nowhere
Top Stock Picks: $HLF $YHOO $HPQ $AMBA $CVTI $BLOX $GPRO $TASR $BDX $MYL http://t.co/Vv2VEnpBuv #daytrader #stocks #dow #watchlist #nyse,1,0
Stock futures edge lower as oil suffers worst day since May 2011 http://t.co/yKxVChNfRe #NYSE,0,1
Stock futures edge lower as oil suffers worst day since May 2011 http://t.co/iQtRw80vrv #NYSE,0,1
"#GraphiteStocks Steady Movements - GrafTech International Ltd(NYSE:GTI), Primero Mining Cor... http://t.co/UPSemzvVLB #NYSE #NASDAQ #DOW",1,0
$SDRL upgraded by Goldman from Sell to Neutral. http://t.co/1aIh4Rkvud  $SPY $DIA $QQQ #stocks #trading #stockupgrade #nyse #nasdaq,1,0
$BRGYY $STO downgraded by Nomura from Neutral to Reduce. http://t.co/1aIh4Rkvud   $DIA $QQQ $SPY #stockdowngrade #stocks #nyse #nasdaq,0,1
$FMS downgraded by Morgan Stanley from Overweight to Equal-Weight. http://t.co/1aIh4Rkvud $DIA $QQQ $SPY #stockdowngrade #stocks #nyse,0,1
$BPESF $CTRP downgraded by JP Morgan from Overweight to Neutral. http://t.co/1aIh4Rkvud $DIA $QQQ $SPY #stockdowngrade #stocks #nyse #nasdaq,0,1
$TOT downgraded by Nomura from Buy to Neutral. http://t.co/1aIh4Rkvud $DIA $QQQ $SPY #stockdowngrade #stocks #nyse,0,1
"Saudis Block OPEC Output Cut, Oil Price Sinks Further http://t.co/CDVCNuKDLf #Energy #Opec #OIL #Oilprices #Stocks #Investing #NYSE #NASDAQ",0,1
Lexington Realty Trust Sells Office Buildings http://t.co/TehikEwGzx #NYSE,0,1
Lexington Realty Trust Sells Office Buildings http://t.co/JwadULxnsu #NYSE,0,1
"#NYSE Early Close 1:00 ET

#Globex Energy, Metals &amp; DME Products - Early Close
1245 CT / 1345 ET / 1845 UTC 
Tech Stocks Boost S&amp;P 500 To Historic Highs http://t.co/QJu5SkpM07 #Stocks #Investing #NYSE #NASDAQ  #investor #Investing $SPY $IWM $QQQ,1,0
RT @crazycanuck655: Tech Stocks Boost S&amp;P 500 To Historic Highs http://t.co/QJu5SkpM07 #Stocks #Investing #NYSE #NASDAQ  #investor #Investi,1,0
The case for buying Hewlett-Packard ahead of its split http://t.co/mlhlNr85Sg $HPQ #Stocks #Investing #NYSE #NASDAQ,1,0
Upgraded Stocks Active in Pre-Market: $DWA $SCTY $ROST $JBLU $TRUE $PETM $THOR $VOLC $BBRY $GERN $AMAT $AMBC $AAPL $ZNGA $PLNR #nyse #spy,1,0
"RT @crazycanuck655: Saudis Block OPEC Output Cut, Oil Price Sinks Further http://t.co/CDVCNuKDLf #Energy #Opec #OIL #Oilprices #Stocks #Inv",0,1
RT @StockSignaling: Upgraded Stocks Active in Pre-Market: $DWA $SCTY $ROST $JBLU $TRUE $PETM $THOR $VOLC $BBRY $GERN $AMAT $AMBC $AAPL $ZNG,1,0
"@Visa #VISA #NASDAQ #NYSE looks like the peak begins for visa, analytics show a spiral for Visa $V. Placing a put option for 255 EXP Dec 20.",0,1
Natural Gas stocks are taking a beating today.  #NYSE,0,1
"We are all the GOLD BUGS? jaja
  $DUST $JDST 
Movers and Shakers: Recently Upgraded: $NADL $SO $SDRL $SPLS $AAL $HES $GLNG $MXIM $BDX $BLOX $KKR $QIHU $SCTY $TJX $PBR #trading #nyse,1,0
http://t.co/0G6slm4mLv: Great new IR site created for Manchester United by Investis- take a look through. #manutd #IR #nyse,1,0
@GuardianUS Black Friday - a black day for #Walmart. Situation in stores will convert in problems on #NYSE. #Shareholders:#WalmartStrikers,0,1
Fun watching my sister Tatum Bailey ring the bell w/the #target CEO #briancornell at the #NYSE http://t.co/9DcgEsXs7n,1,0
#Target team rings the bell at the #NYSE on #BlackFriday http://t.co/Q7c75rdVMC,1,0
Billions wiped off energy shares as investors rush for exit http://t.co/7HysQt7Bjx #NYSE,0,1
Billions wiped off energy shares as investors rush for exit http://t.co/nQXJcB0Kd2 #NYSE,0,1
RT @ViolinMemory: Good news! @ViolinMemory stock jumped 5% on Fiscal Q3 results. See http://t.co/9x0CaZmsdm -- #NYSE $VMEM http://t.co/2L9S,1,0
"Harper's ""Wild West Agenda"" shot down at major law conference. http://t.co/jyRCwIZIXK #canada #law #pensions #retirement #seniors #nyse #yyc",0,1
"#GraphiteStocks HSBC &amp; Goldman Sachs Under Fire Again: 
HSBC &amp; Goldman Sachs Under Fire Aga... http://t.co/xopFxT4pxF #NYSE #NASDAQ #DOW",0,1
Citigroup rapped for poor analyst supervision http://t.co/u9oxB40ZUd #NYSE,0,1
Citigroup rapped for poor analyst supervision http://t.co/JjBch3zJgY #NYSE,0,1
RT @StockSignaling: Movers and Shakers: Recently Upgraded: $NADL $SO $SDRL $SPLS $AAL $HES $GLNG $MXIM $BDX $BLOX $KKR $QIHU $SCTY $TJX $PB,1,0
,,
